"var","ind","year","value"
"PKPY","D73T75",2011,1072191.57820449
"IKPY","D73T75",2011,427774.660664548
"GKPY","D73T75",2011,75793.1787142316
"CNPY","D73T75",2011,423408.399620378
"EMPN","D73T75",2011,5875000
"INTI","D73T75",2012,464700
"PROD","D73T75",2012,1141100
"VALU","D73T75",2012,676400
"EMPE","D73T75",2012,5227000
"FTEE","D73T75",2012,4926000
"FTEN","D73T75",2012,5758000
"LABR","D73T75",2012,468515
"WAGE","D73T75",2012,406023000
"CAPN","D73T75",2012,449000
"GFCF","D73T75",2012,87500
"VKPY","D73T75",2012,666129.6306164
"PKPY","D73T75",2012,1125247.35252209
"IKPY","D73T75",2012,459220.391339366
"GKPY","D73T75",2012,83874.9277668626
"CNPY","D73T75",2012,442727.743521736
"EMPN","D73T75",2012,6059000
"INTI","D73T75",2013,465100
"PROD","D73T75",2013,1160700
"VALU","D73T75",2013,695500
"EMPE","D73T75",2013,5358000
"FTEE","D73T75",2013,5087000
"FTEN","D73T75",2013,5888000
"LABR","D73T75",2013,485885
"WAGE","D73T75",2013,420429000
"CAPN","D73T75",2013,466100
"GFCF","D73T75",2013,90200
"VKPY","D73T75",2013,685766.387801666
"PKPY","D73T75",2013,1145058.87989427
"IKPY","D73T75",2013,459294.851239968
"GKPY","D73T75",2013,89988.4556723096
"CNPY","D73T75",2013,458897.106382979
"EMPN","D73T75",2013,6159000
"INTI","D19T23",1997,512500
"PROD","D19T23",1997,833400
"VALU","D19T23",1997,320900
"CAPN","D19T23",1997,553700
"GFCF","D19T23",1997,71200
"EMPN","D19T23",1997,0
"INTI","D19T23",1998,474100
"PROD","D19T23",1998,809600
"VALU","D19T23",1998,335400
"EMPE","D19T23",1998,2586000
"FTEE","D19T23",1998,2540000
"FTEN","D19T23",1998,2568000
"LABR","D19T23",1998,137811
"WAGE","D19T23",1998,111073000
"CAPN","D19T23",1998,584700
"GFCF","D19T23",1998,78300
"VKPY","D19T23",1998,328368.906404926
"PKPY","D19T23",1998,845918.626183526
"IKPY","D19T23",1998,516732.199094187
"GKPY","D19T23",1998,81439.8475720916
"CNPY","D19T23",1998,572886.418779752
"EMPN","D19T23",1998,2614000
"INTI","D19T23",1999,508700
"PROD","D19T23",1999,853700
"VALU","D19T23",1999,344900
"EMPE","D19T23",1999,2605000
"FTEE","D19T23",1999,2566000
"FTEN","D19T23",1999,2594000
"LABR","D19T23",1999,144497
"WAGE","D19T23",1999,115829000
"CAPN","D19T23",1999,617300
"GFCF","D19T23",1999,82800
"VKPY","D19T23",1999,348763.403052222
"PKPY","D19T23",1999,830316.579925707
"IKPY","D19T23",1999,481161.846014482
"GKPY","D19T23",1999,76098.2392599611
"CNPY","D19T23",1999,605044.933812477
"EMPN","D19T23",1999,2633000
"INTI","D19T23",2000,605500
"PROD","D19T23",2000,956200
"VALU","D19T23",2000,350700
"EMPE","D19T23",2000,2612000
"FTEE","D19T23",2000,2574000
"FTEN","D19T23",2000,2602000
"LABR","D19T23",2000,151612
"WAGE","D19T23",2000,121667000
"CAPN","D19T23",2000,649300
"GFCF","D19T23",2000,85900
"VKPY","D19T23",2000,342907.34501584
"PKPY","D19T23",2000,854411.17875694
"IKPY","D19T23",2000,511180.525924702
"GKPY","D19T23",2000,84230.9732374325
"CNPY","D19T23",2000,636839.995951799
"EMPN","D19T23",2000,2640000
"INTI","D19T23",2001,553600
"PROD","D19T23",2001,921700
"VALU","D19T23",2001,368100
"EMPE","D19T23",2001,2510000
"FTEE","D19T23",2001,2472000
"FTEN","D19T23",2001,2499000
"LABR","D19T23",2001,151903
"WAGE","D19T23",2001,119326000
"CAPN","D19T23",2001,671100
"GFCF","D19T23",2001,86800
"VKPY","D19T23",2001,356757.723558345
"PKPY","D19T23",2001,933463.916982616
"IKPY","D19T23",2001,575496.63499194
"GKPY","D19T23",2001,84637.2760088536
"CNPY","D19T23",2001,668128.952684082
"EMPN","D19T23",2001,2537000
"INTI","D19T23",2002,584100
"PROD","D19T23",2002,947900
"VALU","D19T23",2002,363800
"EMPE","D19T23",2002,2406000
"FTEE","D19T23",2002,2371000
"FTEN","D19T23",2002,2394000
"LABR","D19T23",2002,149868
"WAGE","D19T23",2002,117968000
"CAPN","D19T23",2002,694200
"GFCF","D19T23",2002,87500
"VKPY","D19T23",2002,373051.704366768
"PKPY","D19T23",2002,959087.422282395
"IKPY","D19T23",2002,585226.054286262
"GKPY","D19T23",2002,91872.37063022
"CNPY","D19T23",2002,689095.547170289
"EMPN","D19T23",2002,2429000
"INTI","D19T23",2003,605800
"PROD","D19T23",2003,1004800
"VALU","D19T23",2003,399100
"EMPE","D19T23",2003,2330000
"FTEE","D19T23",2003,2293000
"FTEN","D19T23",2003,2316000
"LABR","D19T23",2003,152971
"WAGE","D19T23",2003,119211000
"CAPN","D19T23",2003,722100
"GFCF","D19T23",2003,85000
"VKPY","D19T23",2003,383652.492877968
"PKPY","D19T23",2003,937057.822045498
"IKPY","D19T23",2003,553818.646931476
"GKPY","D19T23",2003,83326.662896906
"CNPY","D19T23",2003,707870.551879251
"EMPN","D19T23",2003,2353000
"INTI","D19T23",2004,704600
"PROD","D19T23",2004,1150300
"VALU","D19T23",2004,445800
"EMPE","D19T23",2004,2295000
"FTEE","D19T23",2004,2258000
"FTEN","D19T23",2004,2280000
"LABR","D19T23",2004,156453
"WAGE","D19T23",2004,122792000
"CAPN","D19T23",2004,767900
"GFCF","D19T23",2004,91200
"VKPY","D19T23",2004,432879.450367732
"PKPY","D19T23",2004,1054389.26360876
"IKPY","D19T23",2004,622251.377692564
"GKPY","D19T23",2004,85587.0655967631
"CNPY","D19T23",2004,738716.993024469
"EMPN","D19T23",2004,2317000
"INTI","D19T23",2005,894500
"PROD","D19T23",2005,1377200
"VALU","D19T23",2005,482600
"EMPE","D19T23",2005,2294000
"FTEE","D19T23",2005,2254000
"FTEN","D19T23",2005,2282000
"LABR","D19T23",2005,162721
"WAGE","D19T23",2005,127029000
"CAPN","D19T23",2005,821500
"GFCF","D19T23",2005,99200
"VKPY","D19T23",2005,430997.079787484
"PKPY","D19T23",2005,1185359.61711911
"IKPY","D19T23",2005,753686.77292746
"GKPY","D19T23",2005,93675.8710707764
"CNPY","D19T23",2005,787134.148860433
"EMPN","D19T23",2005,2322000
"INTI","D19T23",2006,1009000
"PROD","D19T23",2006,1525600
"VALU","D19T23",2006,516500
"EMPE","D19T23",2006,2286000
"FTEE","D19T23",2006,2254000
"FTEN","D19T23",2006,2287000
"LABR","D19T23",2006,167331
"WAGE","D19T23",2006,130046000
"CAPN","D19T23",2006,873100
"GFCF","D19T23",2006,107600
"VKPY","D19T23",2006,478084.441174689
"PKPY","D19T23",2006,1388504.80069203
"IKPY","D19T23",2006,910624.096144667
"GKPY","D19T23",2006,99606.9890911895
"CNPY","D19T23",2006,846412.15727355
"EMPN","D19T23",2006,2319000
"INTI","D19T23",2007,1116400
"PROD","D19T23",2007,1661700
"VALU","D19T23",2007,545300
"EMPE","D19T23",2007,2232000
"FTEE","D19T23",2007,2201000
"FTEN","D19T23",2007,2229000
"LABR","D19T23",2007,171795
"WAGE","D19T23",2007,133937000
"CAPN","D19T23",2007,954000
"GFCF","D19T23",2007,136900
"VKPY","D19T23",2007,534607.312177384
"PKPY","D19T23",2007,1582271.08547659
"IKPY","D19T23",2007,1047535.7893027
"GKPY","D19T23",2007,148642.694009482
"CNPY","D19T23",2007,920438.552968549
"EMPN","D19T23",2007,2260000
"INTI","D19T23",2008,1241200
"PROD","D19T23",2008,1778100
"VALU","D19T23",2008,537000
"EMPE","D19T23",2008,2155000
"FTEE","D19T23",2008,2123000
"FTEN","D19T23",2008,2149000
"LABR","D19T23",2008,170697
"WAGE","D19T23",2008,131936000
"CAPN","D19T23",2008,1027800
"GFCF","D19T23",2008,137200
"VKPY","D19T23",2008,520292.379249007
"PKPY","D19T23",2008,1533694.52407658
"IKPY","D19T23",2008,1016475.30235373
"GKPY","D19T23",2008,122301.356562525
"CNPY","D19T23",2008,993050.089729652
"EMPN","D19T23",2008,2181000
"INTI","D19T23",2009,833300
"PROD","D19T23",2009,1357100
"VALU","D19T23",2009,523700
"EMPE","D19T23",2009,1931000
"FTEE","D19T23",2009,1890000
"FTEN","D19T23",2009,1911000
"LABR","D19T23",2009,157942
"WAGE","D19T23",2009,122233000
"CAPN","D19T23",2009,1044300
"GFCF","D19T23",2009,126200
"VKPY","D19T23",2009,527307.253131383
"PKPY","D19T23",2009,1634220.34732559
"IKPY","D19T23",2009,1102641.7678243
"GKPY","D19T23",2009,124573.691308786
"CNPY","D19T23",2009,1054510.06652459
"EMPN","D19T23",2009,1952000
"INTI","D19T23",2010,1032100
"PROD","D19T23",2010,1592500
"VALU","D19T23",2010,560300
"EMPE","D19T23",2010,1891000
"FTEE","D19T23",2010,1856000
"FTEN","D19T23",2010,1880000
"LABR","D19T23",2010,160790
"WAGE","D19T23",2010,123764000
"CAPN","D19T23",2010,1084800
"GFCF","D19T23",2010,126500
"VKPY","D19T23",2010,531526.627
"PKPY","D19T23",2010,1402582.325
"IKPY","D19T23",2010,871548.948
"GKPY","D19T23",2010,109742.043
"CNPY","D19T23",2010,1067018.999
"EMPN","D19T23",2010,1915000
"INTI","D19T23",2011,1271800
"PROD","D19T23",2011,1878800
"VALU","D19T23",2011,607100
"EMPE","D19T23",2011,1893000
"FTEE","D19T23",2011,1863000
"FTEN","D19T23",2011,1890000
"LABR","D19T23",2011,164051
"WAGE","D19T23",2011,126473000
"CAPN","D19T23",2011,1136000
"GFCF","D19T23",2011,128600
"VKPY","D19T23",2011,523018.129101505
"PKPY","D19T23",2011,1598349.10074936
"IKPY","D19T23",2011,1076055.6156708
"GKPY","D19T23",2011,158993.674162162
"CNPY","D19T23",2011,1104439.90907345
"EMPN","D19T23",2011,1920000
"INTI","D19T23",2012,1253400
"PROD","D19T23",2012,1886400
"VALU","D19T23",2012,633100
"EMPE","D19T23",2012,1911000
"FTEE","D19T23",2012,1872000
"FTEN","D19T23",2012,1913000
"LABR","D19T23",2012,170488
"WAGE","D19T23",2012,131758000
"CAPN","D19T23",2012,1179900
"GFCF","D19T23",2012,130900
"VKPY","D19T23",2012,597308.005941125
"PKPY","D19T23",2012,1874131.89007344
"IKPY","D19T23",2012,1277390.68098446
"GKPY","D19T23",2012,131648.611580809
"CNPY","D19T23",2012,1152511.45859214
"EMPN","D19T23",2012,1952000
"INTI","D19T23",2013,1269200
"PROD","D19T23",2013,1898300
"VALU","D19T23",2013,629100
"EMPE","D19T23",2013,1937000
"FTEE","D19T23",2013,1905000
"FTEN","D19T23",2013,1926000
"LABR","D19T23",2013,174441
"WAGE","D19T23",2013,135719000
"CAPN","D19T23",2013,1219400
"GFCF","D19T23",2013,135600
"VKPY","D19T23",2013,643569.817018411
"PKPY","D19T23",2013,1916026.94194835
"IKPY","D19T23",2013,1273184.77997342
"GKPY","D19T23",2013,137262.48651565
"CNPY","D19T23",2013,1197713.61508549
"EMPN","D19T23",2013,1958000
"INTI","D35T39",1997,101900
"PROD","D35T39",1997,296000
"VALU","D35T39",1997,194000
"CAPN","D35T39",1997,1005400
"GFCF","D35T39",1997,46100
"EMPN","D35T39",1997,0
"INTI","D35T39",1998,115400
"PROD","D35T39",1998,302000
"VALU","D35T39",1998,186600
"EMPE","D35T39",1998,921000
"FTEE","D35T39",1998,889000
"FTEN","D35T39",1998,904000
"LABR","D35T39",1998,56335
"WAGE","D35T39",1998,46297000
"CAPN","D35T39",1998,1017600
"GFCF","D35T39",1998,50400
"VKPY","D35T39",1998,186799.337858257
"PKPY","D35T39",1998,309269.088023586
"IKPY","D35T39",1998,122805.99710614
"GKPY","D35T39",1998,50899.5240021073
"CNPY","D35T39",1998,1010547.14982422
"EMPN","D35T39",1998,936000
"INTI","D35T39",1999,147800
"PROD","D35T39",1999,353000
"VALU","D35T39",1999,205200
"EMPE","D35T39",1999,921000
"FTEE","D35T39",1999,889000
"FTEN","D35T39",1999,903000
"LABR","D35T39",1999,61148
"WAGE","D35T39",1999,48123000
"CAPN","D35T39",1999,1050400
"GFCF","D35T39",1999,53400
"VKPY","D35T39",1999,215967.227163456
"PKPY","D35T39",1999,356267.675034892
"IKPY","D35T39",1999,139996.599229786
"GKPY","D35T39",1999,60792.1605248474
"CNPY","D35T39",1999,1025451.26570742
"EMPN","D35T39",1999,935000
"INTI","D35T39",2000,206600
"PROD","D35T39",2000,413000
"VALU","D35T39",2000,206400
"EMPE","D35T39",2000,919000
"FTEE","D35T39",2000,889000
"FTEN","D35T39",2000,903000
"LABR","D35T39",2000,64743
"WAGE","D35T39",2000,50845000
"CAPN","D35T39",2000,1108700
"GFCF","D35T39",2000,73600
"VKPY","D35T39",2000,208762.457937536
"PKPY","D35T39",2000,384715.177528648
"IKPY","D35T39",2000,174427.966973502
"GKPY","D35T39",2000,66422.0001150157
"CNPY","D35T39",2000,1076760.12482274
"EMPN","D35T39",2000,933000
"INTI","D35T39",2001,272100
"PROD","D35T39",2001,484900
"VALU","D35T39",2001,212800
"EMPE","D35T39",2001,920000
"FTEE","D35T39",2001,903000
"FTEN","D35T39",2001,918000
"LABR","D35T39",2001,69226
"WAGE","D35T39",2001,52799000
"CAPN","D35T39",2001,1161500
"GFCF","D35T39",2001,82200
"VKPY","D35T39",2001,179740.590377218
"PKPY","D35T39",2001,444444.269028028
"IKPY","D35T39",2001,267649.150758563
"GKPY","D35T39",2001,81606.577793594
"CNPY","D35T39",2001,1141624.85035378
"EMPN","D35T39",2001,935000
"INTI","D35T39",2002,161000
"PROD","D35T39",2002,371900
"VALU","D35T39",2002,210800
"EMPE","D35T39",2002,910000
"FTEE","D35T39",2002,891000
"FTEN","D35T39",2002,910000
"LABR","D35T39",2002,70539
"WAGE","D35T39",2002,53452000
"CAPN","D35T39",2002,1206200
"GFCF","D35T39",2002,69900
"VKPY","D35T39",2002,217301.146461851
"PKPY","D35T39",2002,388129.989814922
"IKPY","D35T39",2002,170406.968369165
"GKPY","D35T39",2002,82457.9061665706
"CNPY","D35T39",2002,1181698.61051478
"EMPN","D35T39",2002,929000
"INTI","D35T39",2003,173300
"PROD","D35T39",2003,393000
"VALU","D35T39",2003,219800
"EMPE","D35T39",2003,891000
"FTEE","D35T39",2003,870000
"FTEN","D35T39",2003,887000
"LABR","D35T39",2003,69570
"WAGE","D35T39",2003,53489000
"CAPN","D35T39",2003,1251100
"GFCF","D35T39",2003,67900
"VKPY","D35T39",2003,206329.011618381
"PKPY","D35T39",2003,356758.242792795
"IKPY","D35T39",2003,150507.223992452
"GKPY","D35T39",2003,70225.1799469319
"CNPY","D35T39",2003,1223679.17976674
"EMPN","D35T39",2003,908000
"INTI","D35T39",2004,170800
"PROD","D35T39",2004,405900
"VALU","D35T39",2004,235100
"EMPE","D35T39",2004,888000
"FTEE","D35T39",2004,869000
"FTEN","D35T39",2004,883000
"LABR","D35T39",2004,73213
"WAGE","D35T39",2004,56069000
"CAPN","D35T39",2004,1381500
"GFCF","D35T39",2004,62100
"VKPY","D35T39",2004,228047.916739537
"PKPY","D35T39",2004,386542.805679281
"IKPY","D35T39",2004,158894.868319802
"GKPY","D35T39",2004,65544.1939392508
"CNPY","D35T39",2004,1259789.82746644
"EMPN","D35T39",2004,902000
"INTI","D35T39",2005,239100
"PROD","D35T39",2005,474400
"VALU","D35T39",2005,235400
"EMPE","D35T39",2005,893000
"FTEE","D35T39",2005,869000
"FTEN","D35T39",2005,883000
"LABR","D35T39",2005,75007
"WAGE","D35T39",2005,57886000
"CAPN","D35T39",2005,1461100
"GFCF","D35T39",2005,68000
"VKPY","D35T39",2005,224199.679732743
"PKPY","D35T39",2005,431023.165678236
"IKPY","D35T39",2005,205387.764605712
"GKPY","D35T39",2005,68129.7286287728
"CNPY","D35T39",2005,1391094.49841429
"EMPN","D35T39",2005,907000
"INTI","D35T39",2006,221000
"PROD","D35T39",2006,482900
"VALU","D35T39",2006,261900
"EMPE","D35T39",2006,897000
"FTEE","D35T39",2006,876000
"FTEN","D35T39",2006,894000
"LABR","D35T39",2006,80864
"WAGE","D35T39",2006,60523000
"CAPN","D35T39",2006,1568000
"GFCF","D35T39",2006,80800
"VKPY","D35T39",2006,243874.566500833
"PKPY","D35T39",2006,460216.29049068
"IKPY","D35T39",2006,215793.929239461
"GKPY","D35T39",2006,79226.7292390133
"CNPY","D35T39",2006,1481502.29634492
"EMPN","D35T39",2006,915000
"INTI","D35T39",2007,243300
"PROD","D35T39",2007,514000
"VALU","D35T39",2007,270700
"EMPE","D35T39",2007,908000
"FTEE","D35T39",2007,890000
"FTEN","D35T39",2007,911000
"LABR","D35T39",2007,83717
"WAGE","D35T39",2007,63731000
"CAPN","D35T39",2007,1689300
"GFCF","D35T39",2007,102300
"VKPY","D35T39",2007,267149.281174102
"PKPY","D35T39",2007,502880.310710711
"IKPY","D35T39",2007,235633.464999506
"GKPY","D35T39",2007,89767.3541697212
"CNPY","D35T39",2007,1604918.71816746
"EMPN","D35T39",2007,929000
"INTI","D35T39",2008,296400
"PROD","D35T39",2008,570200
"VALU","D35T39",2008,273800
"EMPE","D35T39",2008,919000
"FTEE","D35T39",2008,904000
"FTEN","D35T39",2008,922000
"LABR","D35T39",2008,88011
"WAGE","D35T39",2008,66421000
"CAPN","D35T39",2008,1848000
"GFCF","D35T39",2008,108600
"VKPY","D35T39",2008,272270.087258363
"PKPY","D35T39",2008,530695.309942275
"IKPY","D35T39",2008,257949.807562423
"GKPY","D35T39",2008,99052.7656294408
"CNPY","D35T39",2008,1724812.83583815
"EMPN","D35T39",2008,937000
"INTI","D35T39",2009,175100
"PROD","D35T39",2009,463100
"VALU","D35T39",2009,288000
"EMPE","D35T39",2009,910000
"FTEE","D35T39",2009,894000
"FTEN","D35T39",2009,908000
"LABR","D35T39",2009,88169
"WAGE","D35T39",2009,66585000
"CAPN","D35T39",2009,1816300
"GFCF","D35T39",2009,110900
"VKPY","D35T39",2009,257320.794245434
"PKPY","D35T39",2009,489893.436550566
"IKPY","D35T39",2009,227391.123725965
"GKPY","D35T39",2009,92918.9130286555
"CNPY","D35T39",2009,1887657.69063544
"EMPN","D35T39",2009,924000
"INTI","D35T39",2010,193600
"PROD","D35T39",2010,506100
"VALU","D35T39",2010,312500
"EMPE","D35T39",2010,909000
"FTEE","D35T39",2010,888000
"FTEN","D35T39",2010,907000
"LABR","D35T39",2010,95428
"WAGE","D35T39",2010,67835000
"CAPN","D35T39",2010,1934000
"GFCF","D35T39",2010,101400
"VKPY","D35T39",2010,318758.808
"PKPY","D35T39",2010,494310.04
"IKPY","D35T39",2010,176200.059
"GKPY","D35T39",2010,105319.51
"CNPY","D35T39",2010,1841686.667
"EMPN","D35T39",2010,928000
"INTI","D35T39",2011,174200
"PROD","D35T39",2011,486100
"VALU","D35T39",2011,311800
"EMPE","D35T39",2011,917000
"FTEE","D35T39",2011,896000
"FTEN","D35T39",2011,918000
"LABR","D35T39",2011,94626
"WAGE","D35T39",2011,70720000
"CAPN","D35T39",2011,2076400
"GFCF","D35T39",2011,111400
"VKPY","D35T39",2011,309480.119314204
"PKPY","D35T39",2011,477422.004705324
"IKPY","D35T39",2011,168320.095337507
"GKPY","D35T39",2011,115915.835083726
"CNPY","D35T39",2011,1965704.08261482
"EMPN","D35T39",2011,939000
"INTI","D35T39",2012,146300
"PROD","D35T39",2012,452400
"VALU","D35T39",2012,306100
"EMPE","D35T39",2012,922000
"FTEE","D35T39",2012,9e+05
"FTEN","D35T39",2012,925000
"LABR","D35T39",2012,95660
"WAGE","D35T39",2012,72981000
"CAPN","D35T39",2012,2155900
"GFCF","D35T39",2012,125300
"VKPY","D35T39",2012,314241.024810357
"PKPY","D35T39",2012,468095.254157702
"IKPY","D35T39",2012,153510.216258409
"GKPY","D35T39",2012,104209.723726155
"CNPY","D35T39",2012,2118946.46345245
"EMPN","D35T39",2012,947000
"INTI","D35T39",2013,156800
"PROD","D35T39",2013,476300
"VALU","D35T39",2013,319500
"EMPE","D35T39",2013,926000
"FTEE","D35T39",2013,902000
"FTEN","D35T39",2013,929000
"LABR","D35T39",2013,98551
"WAGE","D35T39",2013,73966000
"CAPN","D35T39",2013,2206100
"GFCF","D35T39",2013,115400
"VKPY","D35T39",2013,308895.040710664
"PKPY","D35T39",2013,459181.18077804
"IKPY","D35T39",2013,150287.812046045
"GKPY","D35T39",2013,122250.57076449
"CNPY","D35T39",2013,2187135.41348043
"EMPN","D35T39",2013,953000
"INTI","D84T88",1997,852800
"PROD","D84T88",1997,2526000
"VALU","D84T88",1997,1673200
"CAPN","D84T88",1997,747100
"GFCF","D84T88",1997,72300
"EMPN","D84T88",1997,21100000
"INTI","D84T88",1998,906800
"PROD","D84T88",1998,2648000
"VALU","D84T88",1998,1741300
"EMPE","D84T88",1998,36124000
"FTEE","D84T88",1998,31084000
"FTEN","D84T88",1998,32208000
"LABR","D84T88",1998,1387472
"WAGE","D84T88",1998,1087398000
"CAPN","D84T88",1998,799400
"GFCF","D84T88",1998,78900
"VKPY","D84T88",1998,1688876.93335212
"PKPY","D84T88",1998,2592158.77127753
"IKPY","D84T88",1998,903687.230316003
"GKPY","D84T88",1998,85113.4560501808
"CNPY","D84T88",1998,777966.686526078
"EMPN","D84T88",1998,37248000
"INTI","D84T88",1999,964400
"PROD","D84T88",1999,2802500
"VALU","D84T88",1999,1838300
"EMPE","D84T88",1999,36742000
"FTEE","D84T88",1999,31528000
"FTEN","D84T88",1999,32627000
"LABR","D84T88",1999,1468725
"WAGE","D84T88",1999,1139524000
"CAPN","D84T88",1999,852200
"GFCF","D84T88",1999,80100
"VKPY","D84T88",1999,1771660.90034212
"PKPY","D84T88",1999,2716621.10638267
"IKPY","D84T88",1999,945339.444571275
"GKPY","D84T88",1999,83765.2517257174
"CNPY","D84T88",1999,828365.315275985
"EMPN","D84T88",1999,37841000
"INTI","D84T88",2000,1040700
"PROD","D84T88",2000,2987700
"VALU","D84T88",2000,1947100
"EMPE","D84T88",2000,37591000
"FTEE","D84T88",2000,32136000
"FTEN","D84T88",2000,33248000
"LABR","D84T88",2000,1561299
"WAGE","D84T88",2000,1212942000
"CAPN","D84T88",2000,910500
"GFCF","D84T88",2000,85800
"VKPY","D84T88",2000,1877138.81026849
"PKPY","D84T88",2000,2872651.8607341
"IKPY","D84T88",2000,995963.625309084
"GKPY","D84T88",2000,86399.8806081499
"CNPY","D84T88",2000,883402.667944907
"EMPN","D84T88",2000,38703000
"INTI","D84T88",2001,1146900
"PROD","D84T88",2001,3218800
"VALU","D84T88",2001,2071900
"EMPE","D84T88",2001,38270000
"FTEE","D84T88",2001,32873000
"FTEN","D84T88",2001,33968000
"LABR","D84T88",2001,1670211
"WAGE","D84T88",2001,1289165000
"CAPN","D84T88",2001,967500
"GFCF","D84T88",2001,89700
"VKPY","D84T88",2001,1983059.06856843
"PKPY","D84T88",2001,3111265.04578373
"IKPY","D84T88",2001,1128894.86941393
"GKPY","D84T88",2001,90614.0989864735
"CNPY","D84T88",2001,942527.470422345
"EMPN","D84T88",2001,39365000
"INTI","D84T88",2002,1239100
"PROD","D84T88",2002,3443800
"VALU","D84T88",2002,2204600
"EMPE","D84T88",2002,39321000
"FTEE","D84T88",2002,33725000
"FTEN","D84T88",2002,34850000
"LABR","D84T88",2002,1791832
"WAGE","D84T88",2002,1377441000
"CAPN","D84T88",2002,1031200
"GFCF","D84T88",2002,105900
"VKPY","D84T88",2002,2125464.02772233
"PKPY","D84T88",2002,3354917.20820952
"IKPY","D84T88",2002,1229942.41297381
"GKPY","D84T88",2002,105116.529306595
"CNPY","D84T88",2002,1011904.06305668
"EMPN","D84T88",2002,40446000
"INTI","D84T88",2003,1323200
"PROD","D84T88",2003,3663300
"VALU","D84T88",2003,2340000
"EMPE","D84T88",2003,39880000
"FTEE","D84T88",2003,34222000
"FTEN","D84T88",2003,35360000
"LABR","D84T88",2003,1912873
"WAGE","D84T88",2003,1452225000
"CAPN","D84T88",2003,1098000
"GFCF","D84T88",2003,110000
"VKPY","D84T88",2003,2250457.82809489
"PKPY","D84T88",2003,3527732.06912226
"IKPY","D84T88",2003,1277537.12622732
"GKPY","D84T88",2003,117202.851288325
"CNPY","D84T88",2003,1074430.21549562
"EMPN","D84T88",2003,41018000
"INTI","D84T88",2004,1405300
"PROD","D84T88",2004,3891500
"VALU","D84T88",2004,2486300
"EMPE","D84T88",2004,40336000
"FTEE","D84T88",2004,34597000
"FTEN","D84T88",2004,35702000
"LABR","D84T88",2004,2036923
"WAGE","D84T88",2004,1526822000
"CAPN","D84T88",2004,1209700
"GFCF","D84T88",2004,116800
"VKPY","D84T88",2004,2385096.98802642
"PKPY","D84T88",2004,3736909.61226007
