"var","ind","year","value"
"EMPN","D31T33",2012,1008000
"INTI","D31T33",2013,131200
"PROD","D31T33",2013,238300
"VALU","D31T33",2013,107200
"EMPE","D31T33",2013,942000
"FTEE","D31T33",2013,913000
"FTEN","D31T33",2013,984000
"LABR","D31T33",2013,65376
"WAGE","D31T33",2013,49363000
"CAPN","D31T33",2013,134300
"GFCF","D31T33",2013,16900
"VKPY","D31T33",2013,105762.378793362
"PKPY","D31T33",2013,236199.8638836
"IKPY","D31T33",2013,130330.876620202
"GKPY","D31T33",2013,16754.3811436317
"CNPY","D31T33",2013,131664.151893038
"EMPN","D31T33",2013,1013000
"INTI","D58T60",1997,315500
"PROD","D58T60",1997,680900
"VALU","D58T60",1997,365400
"CAPN","D58T60",1997,935100
"GFCF","D58T60",1997,135200
"INTI","D58T60",1998,353200
"PROD","D58T60",1998,753000
"VALU","D58T60",1998,399800
"EMPE","D58T60",1998,2829000
"FTEE","D58T60",1998,2636000
"FTEN","D58T60",1998,2766000
"LABR","D58T60",1998,165762
"WAGE","D58T60",1998,140750000
"CAPN","D58T60",1998,972600
"GFCF","D58T60",1998,148900
"VKPY","D58T60",1998,398641.768210565
"PKPY","D58T60",1998,751783.365133921
"IKPY","D58T60",1998,353158.223302416
"GKPY","D58T60",1998,156711.701727853
"CNPY","D58T60",1998,988049.761904281
"EMPN","D58T60",1998,2959000
"INTI","D58T60",1999,388000
"PROD","D58T60",1999,844800
"VALU","D58T60",1999,456800
"EMPE","D58T60",1999,2934000
"FTEE","D58T60",1999,2744000
"FTEN","D58T60",1999,2870000
"LABR","D58T60",1999,188810
"WAGE","D58T60",1999,160864000
"CAPN","D58T60",1999,1044200
"GFCF","D58T60",1999,174700
"VKPY","D58T60",1999,455051.540224224
"PKPY","D58T60",1999,841662.127215626
"IKPY","D58T60",1999,386045.393673839
"GKPY","D58T60",1999,185650.265341888
"CNPY","D58T60",1999,1042387.79966283
"EMPN","D58T60",1999,3060000
"INTI","D58T60",2000,479000
"PROD","D58T60",2000,927200
"VALU","D58T60",2000,448300
"EMPE","D58T60",2000,3075000
"FTEE","D58T60",2000,2882000
"FTEN","D58T60",2000,3010000
"LABR","D58T60",2000,205124
"WAGE","D58T60",2000,177394000
"CAPN","D58T60",2000,1150300
"GFCF","D58T60",2000,214300
"VKPY","D58T60",2000,452248.584932571
"PKPY","D58T60",2000,923993.79172476
"IKPY","D58T60",2000,471608.925245361
"GKPY","D58T60",2000,233455.946214521
"CNPY","D58T60",2000,1139085.74488122
"EMPN","D58T60",2000,3203000
"INTI","D58T60",2001,489200
"PROD","D58T60",2001,951200
"VALU","D58T60",2001,462100
"EMPE","D58T60",2001,3105000
"FTEE","D58T60",2001,2916000
"FTEN","D58T60",2001,3036000
"LABR","D58T60",2001,206728
"WAGE","D58T60",2001,176721000
"CAPN","D58T60",2001,1210500
"GFCF","D58T60",2001,198200
"VKPY","D58T60",2001,460908.980645446
"PKPY","D58T60",2001,947608.27524334
"IKPY","D58T60",2001,486764.195625988
"GKPY","D58T60",2001,208014.296287747
"CNPY","D58T60",2001,1218083.44606505
"EMPN","D58T60",2001,3225000
"INTI","D58T60",2002,470000
"PROD","D58T60",2002,958500
"VALU","D58T60",2002,488400
"EMPE","D58T60",2002,2891000
"FTEE","D58T60",2002,2716000
"FTEN","D58T60",2002,2853000
"LABR","D58T60",2002,194920
"WAGE","D58T60",2002,163353000
"CAPN","D58T60",2002,1222600
"GFCF","D58T60",2002,157800
"VKPY","D58T60",2002,488646.023264289
"PKPY","D58T60",2002,961491.355805133
"IKPY","D58T60",2002,472668.970940813
"GKPY","D58T60",2002,154619.938929699
"CNPY","D58T60",2002,1236808.88102945
"EMPN","D58T60",2002,3028000
"INTI","D58T60",2003,459600
"PROD","D58T60",2003,960500
"VALU","D58T60",2003,501000
"EMPE","D58T60",2003,2743000
"FTEE","D58T60",2003,2567000
"FTEN","D58T60",2003,2699000
"LABR","D58T60",2003,197116
"WAGE","D58T60",2003,160408000
"CAPN","D58T60",2003,1238900
"GFCF","D58T60",2003,156400
"VKPY","D58T60",2003,501204.699341136
"PKPY","D58T60",2003,955894.16806794
"IKPY","D58T60",2003,454461.800437958
"GKPY","D58T60",2003,168725.174828176
"CNPY","D58T60",2003,1249182.66418004
"EMPN","D58T60",2003,2875000
"INTI","D58T60",2004,441400
"PROD","D58T60",2004,988000
"VALU","D58T60",2004,546600
"EMPE","D58T60",2004,2690000
"FTEE","D58T60",2004,2495000
"FTEN","D58T60",2004,2620000
"LABR","D58T60",2004,202500
"WAGE","D58T60",2004,164527000
"CAPN","D58T60",2004,1298700
"GFCF","D58T60",2004,159700
"VKPY","D58T60",2004,551112.129793777
"PKPY","D58T60",2004,986974.911093147
"IKPY","D58T60",2004,436350.867781018
"GKPY","D58T60",2004,181407.877686401
"CNPY","D58T60",2004,1266329.02344457
"EMPN","D58T60",2004,2815000
"INTI","D58T60",2005,455200
"PROD","D58T60",2005,1024900
"VALU","D58T60",2005,569700
"EMPE","D58T60",2005,2649000
"FTEE","D58T60",2005,2464000
"FTEN","D58T60",2005,2578000
"LABR","D58T60",2005,204750
"WAGE","D58T60",2005,166638000
"CAPN","D58T60",2005,1393000
"GFCF","D58T60",2005,171900
"VKPY","D58T60",2005,584435.853487923
"PKPY","D58T60",2005,1030212.89427243
"IKPY","D58T60",2005,446403.910790634
"GKPY","D58T60",2005,175229.051365852
"CNPY","D58T60",2005,1334509.87945829
"EMPN","D58T60",2005,2763000
"INTI","D58T60",2006,486900
"PROD","D58T60",2006,1054200
"VALU","D58T60",2006,567400
"EMPE","D58T60",2006,2630000
"FTEE","D58T60",2006,2452000
"FTEN","D58T60",2006,2563000
"LABR","D58T60",2006,210012
"WAGE","D58T60",2006,173526000
"CAPN","D58T60",2006,1512300
"GFCF","D58T60",2006,190800
"VKPY","D58T60",2006,576685.222717552
"PKPY","D58T60",2006,1051191.13492291
"IKPY","D58T60",2006,474562.386046281
"GKPY","D58T60",2006,193244.481583214
"CNPY","D58T60",2006,1441219.11399627
"EMPN","D58T60",2006,2741000
"INTI","D58T60",2007,451000
"PROD","D58T60",2007,1088800
"VALU","D58T60",2007,637900
"EMPE","D58T60",2007,2714000
"FTEE","D58T60",2007,2541000
"FTEN","D58T60",2007,2661000
"LABR","D58T60",2007,229469
"WAGE","D58T60",2007,189040000
"CAPN","D58T60",2007,1559500
"GFCF","D58T60",2007,205400
"VKPY","D58T60",2007,645069.622449822
"PKPY","D58T60",2007,1092669.92220189
"IKPY","D58T60",2007,448200.586717258
"GKPY","D58T60",2007,213067.17084854
"CNPY","D58T60",2007,1568747.86989029
"EMPN","D58T60",2007,2834000
"INTI","D58T60",2008,450900
"PROD","D58T60",2008,1110000
"VALU","D58T60",2008,659100
"EMPE","D58T60",2008,2676000
"FTEE","D58T60",2008,2502000
"FTEN","D58T60",2008,2609000
"LABR","D58T60",2008,227285
"WAGE","D58T60",2008,188771000
"CAPN","D58T60",2008,1621300
"GFCF","D58T60",2008,198400
"VKPY","D58T60",2008,665570.301642479
"PKPY","D58T60",2008,1106757.9089399
"IKPY","D58T60",2008,441542.159714328
"GKPY","D58T60",2008,200565.6233935
"CNPY","D58T60",2008,1604181.52264304
"EMPN","D58T60",2008,2783000
"INTI","D58T60",2009,434100
"PROD","D58T60",2009,1072900
"VALU","D58T60",2009,638900
"EMPE","D58T60",2009,2504000
"FTEE","D58T60",2009,2338000
"FTEN","D58T60",2009,2476000
"LABR","D58T60",2009,221568
"WAGE","D58T60",2009,177472000
"CAPN","D58T60",2009,1613800
"GFCF","D58T60",2009,177600
"VKPY","D58T60",2009,638317.176747747
"PKPY","D58T60",2009,1073100.66509825
"IKPY","D58T60",2009,434708.806634419
"GKPY","D58T60",2009,178322.979846246
"CNPY","D58T60",2009,1644851.89117095
"EMPN","D58T60",2009,2642000
"INTI","D58T60",2010,454100
"PROD","D58T60",2010,1114700
"VALU","D58T60",2010,660700
"EMPE","D58T60",2010,2402000
"FTEE","D58T60",2010,2223000
"FTEN","D58T60",2010,2356000
"LABR","D58T60",2010,217485
"WAGE","D58T60",2010,178186000
"CAPN","D58T60",2010,1694500
"GFCF","D58T60",2010,184700
"VKPY","D58T60",2010,664712.852
"PKPY","D58T60",2010,1115689.003
"IKPY","D58T60",2010,451065.84
"GKPY","D58T60",2010,204743.08
"CNPY","D58T60",2010,1641475.53
"EMPN","D58T60",2010,2535000
"INTI","D58T60",2011,497900
"PROD","D58T60",2011,1153600
"VALU","D58T60",2011,655800
"EMPE","D58T60",2011,2377000
"FTEE","D58T60",2011,2220000
"FTEN","D58T60",2011,2343000
"LABR","D58T60",2011,226080
"WAGE","D58T60",2011,185293000
"CAPN","D58T60",2011,1751900
"GFCF","D58T60",2011,187900
"VKPY","D58T60",2011,657742.274328664
"PKPY","D58T60",2011,1151448.97481737
"IKPY","D58T60",2011,493642.028254852
"GKPY","D58T60",2011,176151.632140572
"CNPY","D58T60",2011,1720286.11801473
"EMPN","D58T60",2011,2500000
"INTI","D58T60",2012,522500
"PROD","D58T60",2012,1196800
"VALU","D58T60",2012,674300
"EMPE","D58T60",2012,2365000
"FTEE","D58T60",2012,2194000
"FTEN","D58T60",2012,2327000
"LABR","D58T60",2012,233934
"WAGE","D58T60",2012,192691000
"CAPN","D58T60",2012,1781500
"GFCF","D58T60",2012,193600
"VKPY","D58T60",2012,672791.857110026
"PKPY","D58T60",2012,1191355.91953264
"IKPY","D58T60",2012,518633.173660394
"GKPY","D58T60",2012,188335.209782168
"CNPY","D58T60",2012,1779005.56863106
"EMPN","D58T60",2012,2498000
"INTI","D58T60",2013,552000
"PROD","D58T60",2013,1253800
"VALU","D58T60",2013,701700
"EMPE","D58T60",2013,2365000
"FTEE","D58T60",2013,2199000
"FTEN","D58T60",2013,2318000
"LABR","D58T60",2013,241427
"WAGE","D58T60",2013,200844000
"CAPN","D58T60",2013,1832400
"GFCF","D58T60",2013,2e+05
"VKPY","D58T60",2013,695858.014270853
"PKPY","D58T60",2013,1243293.34268648
"IKPY","D58T60",2013,547417.932119745
"GKPY","D58T60",2013,206393.93435428
"CNPY","D58T60",2013,1812203.72798539
"EMPN","D58T60",2013,2484000
"INTI","D69T71",1997,120700
"PROD","D69T71",1997,354500
"VALU","D69T71",1997,233800
"CAPN","D69T71",1997,250900
"GFCF","D69T71",1997,21300
"INTI","D69T71",1998,137100
"PROD","D69T71",1998,395900
"VALU","D69T71",1998,258800
"EMPE","D69T71",1998,2757000
"FTEE","D69T71",1998,2566000
"FTEN","D69T71",1998,2769000
"LABR","D69T71",1998,184101
"WAGE","D69T71",1998,160261000
"CAPN","D69T71",1998,265100
"GFCF","D69T71",1998,24400
"VKPY","D69T71",1998,241962.36368125
"PKPY","D69T71",1998,376706.114670546
"IKPY","D69T71",1998,134887.267464404
"GKPY","D69T71",1998,27279.8044080005
"CNPY","D69T71",1998,257515.884681096
"EMPN","D69T71",1998,2960000
"INTI","D69T71",1999,149800
"PROD","D69T71",1999,425300
"VALU","D69T71",1999,275500
"EMPE","D69T71",1999,2815000
"FTEE","D69T71",1999,2622000
"FTEN","D69T71",1999,2821000
"LABR","D69T71",1999,195089
"WAGE","D69T71",1999,170973000
"CAPN","D69T71",1999,279900
"GFCF","D69T71",1999,26300
"VKPY","D69T71",1999,262911.483233167
"PKPY","D69T71",1999,409820.655260684
"IKPY","D69T71",1999,146978.32838602
"GKPY","D69T71",1999,26964.7400118768
"CNPY","D69T71",1999,271651.453942053
"EMPN","D69T71",1999,3014000
"INTI","D69T71",2000,145500
"PROD","D69T71",2000,452400
"VALU","D69T71",2000,306800
"EMPE","D69T71",2000,2829000
"FTEE","D69T71",2000,2648000
"FTEN","D69T71",2000,2849000
"LABR","D69T71",2000,222717
"WAGE","D69T71",2000,185179000
"CAPN","D69T71",2000,291700
"GFCF","D69T71",2000,25900
"VKPY","D69T71",2000,286743.706048461
"PKPY","D69T71",2000,429374.45329559
"IKPY","D69T71",2000,142415.273061945
"GKPY","D69T71",2000,25084.094646646
"CNPY","D69T71",2000,283958.152013261
"EMPN","D69T71",2000,3030000
"INTI","D69T71",2001,144700
"PROD","D69T71",2001,464900
"VALU","D69T71",2001,320200
"EMPE","D69T71",2001,2820000
"FTEE","D69T71",2001,2686000
"FTEN","D69T71",2001,2902000
"LABR","D69T71",2001,231285
"WAGE","D69T71",2001,188784000
"CAPN","D69T71",2001,299600
"GFCF","D69T71",2001,25100
"VKPY","D69T71",2001,315579.971123503
"PKPY","D69T71",2001,459440.808344215
"IKPY","D69T71",2001,143799.940633333
"GKPY","D69T71",2001,23780.3719360065
"CNPY","D69T71",2001,293575.416740967
"EMPN","D69T71",2001,3036000
"INTI","D69T71",2002,148200
"PROD","D69T71",2002,478600
"VALU","D69T71",2002,330300
"EMPE","D69T71",2002,2840000
"FTEE","D69T71",2002,2698000
"FTEN","D69T71",2002,2896000
"LABR","D69T71",2002,235505
"WAGE","D69T71",2002,192624000
"CAPN","D69T71",2002,311000
"GFCF","D69T71",2002,30500
"VKPY","D69T71",2002,319585.671639979
"PKPY","D69T71",2002,466951.177825313
"IKPY","D69T71",2002,147397.890472126
"GKPY","D69T71",2002,39155.0125488575
"CNPY","D69T71",2002,305339.523204827
"EMPN","D69T71",2002,3038000
"INTI","D69T71",2003,166800
"PROD","D69T71",2003,520700
"VALU","D69T71",2003,353900
"EMPE","D69T71",2003,2873000
"FTEE","D69T71",2003,2759000
"FTEN","D69T71",2003,2987000
"LABR","D69T71",2003,249423
"WAGE","D69T71",2003,202117000
"CAPN","D69T71",2003,318100
"GFCF","D69T71",2003,29300
"VKPY","D69T71",2003,341244.764333688
"PKPY","D69T71",2003,505404.557073358
"IKPY","D69T71",2003,164143.434524756
"GKPY","D69T71",2003,30367.0184854089
"CNPY","D69T71",2003,313341.354512364
"EMPN","D69T71",2003,3101000
"INTI","D69T71",2004,183100
"PROD","D69T71",2004,570700
"VALU","D69T71",2004,387600
"EMPE","D69T71",2004,2906000
"FTEE","D69T71",2004,2782000
"FTEN","D69T71",2004,3e+06
"LABR","D69T71",2004,269341
"WAGE","D69T71",2004,220640000
"CAPN","D69T71",2004,339600
"GFCF","D69T71",2004,28600
"VKPY","D69T71",2004,346472.724875758
"PKPY","D69T71",2004,525014.555081762
"IKPY","D69T71",2004,179282.01285996
"GKPY","D69T71",2004,27475.0947444088
"CNPY","D69T71",2004,317324.456399685
"EMPN","D69T71",2004,3124000
"INTI","D69T71",2005,208300
"PROD","D69T71",2005,621500
"VALU","D69T71",2005,413200
"EMPE","D69T71",2005,2960000
"FTEE","D69T71",2005,2867000
"FTEN","D69T71",2005,3083000
"LABR","D69T71",2005,283694
"WAGE","D69T71",2005,236833000
"CAPN","D69T71",2005,362700
"GFCF","D69T71",2005,28100
"VKPY","D69T71",2005,386513.798227525
"PKPY","D69T71",2005,589340.602644238
"IKPY","D69T71",2005,203021.860622179
"GKPY","D69T71",2005,26644.5841616652
"CNPY","D69T71",2005,337526.413268972
"EMPN","D69T71",2005,3176000
"INTI","D69T71",2006,222200
"PROD","D69T71",2006,663600
"VALU","D69T71",2006,441400
"EMPE","D69T71",2006,3001000
"FTEE","D69T71",2006,2891000
"FTEN","D69T71",2006,3116000
"LABR","D69T71",2006,304434
"WAGE","D69T71",2006,252247000
"CAPN","D69T71",2006,381400
"GFCF","D69T71",2006,27000
"VKPY","D69T71",2006,415993.675609534
"PKPY","D69T71",2006,631486.338080805
"IKPY","D69T71",2006,215581.050499101
"GKPY","D69T71",2006,25531.9685149785
"CNPY","D69T71",2006,358724.426418727
"EMPN","D69T71",2006,3226000
"INTI","D69T71",2007,245400
"PROD","D69T71",2007,720200
"VALU","D69T71",2007,474800
"EMPE","D69T71",2007,3058000
"FTEE","D69T71",2007,2942000
"FTEN","D69T71",2007,3133000
"LABR","D69T71",2007,329397
"WAGE","D69T71",2007,274739000
"CAPN","D69T71",2007,395700
"GFCF","D69T71",2007,34500
"VKPY","D69T71",2007,436897.497752376
"PKPY","D69T71",2007,677192.51415503
"IKPY","D69T71",2007,240916.416206693
"GKPY","D69T71",2007,32264.2372349444
"CNPY","D69T71",2007,383210.948692322
"EMPN","D69T71",2007,3249000
"INTI","D69T71",2008,227400
"PROD","D69T71",2008,727000
"VALU","D69T71",2008,499600
"EMPE","D69T71",2008,3088000
"FTEE","D69T71",2008,2942000
"FTEN","D69T71",2008,3154000
"LABR","D69T71",2008,333753
"WAGE","D69T71",2008,279599000
"CAPN","D69T71",2008,425000
"GFCF","D69T71",2008,43700
"VKPY","D69T71",2008,488838.410827539
"PKPY","D69T71",2008,710592.917646899
"IKPY","D69T71",2008,221654.280572765
"GKPY","D69T71",2008,42949.9469387883
"CNPY","D69T71",2008,403282.918654862
"EMPN","D69T71",2008,3300000
"INTI","D69T71",2009,230700
"PROD","D69T71",2009,691700
"VALU","D69T71",2009,461000
"EMPE","D69T71",2009,3008000
"FTEE","D69T71",2009,2879000
"FTEN","D69T71",2009,3083000
"LABR","D69T71",2009,317385
"WAGE","D69T71",2009,265531000
"CAPN","D69T71",2009,414300
"GFCF","D69T71",2009,43200
"VKPY","D69T71",2009,449505.938532197
"PKPY","D69T71",2009,681999.60004319
"IKPY","D69T71",2009,232716.477384537
"GKPY","D69T71",2009,39996.492937512
"CNPY","D69T71",2009,428928.219181638
"EMPN","D69T71",2009,3212000
"INTI","D69T71",2010,252800
"PROD","D69T71",2010,727200
"VALU","D69T71",2010,474400
"EMPE","D69T71",2010,2987000
"FTEE","D69T71",2010,2863000
"FTEN","D69T71",2010,3054000
"LABR","D69T71",2010,335652
"WAGE","D69T71",2010,278844000
"CAPN","D69T71",2010,412500
"GFCF","D69T71",2010,37600
"VKPY","D69T71",2010,464164.72
"PKPY","D69T71",2010,713062.689
"IKPY","D69T71",2010,249054.013
"GKPY","D69T71",2010,42391.242
"CNPY","D69T71",2010,411102.57
"EMPN","D69T71",2010,3178000
"INTI","D69T71",2011,274800
"PROD","D69T71",2011,773700
"VALU","D69T71",2011,498800
"EMPE","D69T71",2011,3048000
"FTEE","D69T71",2011,2893000
"FTEN","D69T71",2011,3107000
"LABR","D69T71",2011,350487
"WAGE","D69T71",2011,296180000
"CAPN","D69T71",2011,424700
"GFCF","D69T71",2011,42500
"VKPY","D69T71",2011,487684.206090958
"PKPY","D69T71",2011,758396.030018859
"IKPY","D69T71",2011,270611.964820245
"GKPY","D69T71",2011,44228.5345803783
"CNPY","D69T71",2011,412740.429999961
"EMPN","D69T71",2011,3262000
"INTI","D69T71",2012,300700
"PROD","D69T71",2012,829000
"VALU","D69T71",2012,528400
"EMPE","D69T71",2012,3145000
"FTEE","D69T71",2012,2957000
"FTEN","D69T71",2012,3166000
"LABR","D69T71",2012,376158
"WAGE","D69T71",2012,318984000
"CAPN","D69T71",2012,432900
"GFCF","D69T71",2012,48000
"VKPY","D69T71",2012,517616.17653053
"PKPY","D69T71",2012,815433.690200817
"IKPY","D69T71",2012,297756.487284168
"GKPY","D69T71",2012,44820.3281947297
"CNPY","D69T71",2012,427949.971964545
"EMPN","D69T71",2012,3354000
"INTI","D69T71",2013,311900
"PROD","D69T71",2013,859600
"VALU","D69T71",2013,547800
"EMPE","D69T71",2013,3236000
"FTEE","D69T71",2013,3066000
"FTEN","D69T71",2013,3265000
"LABR","D69T71",2013,392240
"WAGE","D69T71",2013,330465000
"CAPN","D69T71",2013,445100
"GFCF","D69T71",2013,49900
"VKPY","D69T71",2013,536148.205245831
"PKPY","D69T71",2013,844228.636198173
"IKPY","D69T71",2013,308194.105972795
"GKPY","D69T71",2013,49813.6351978748
"CNPY","D69T71",2013,435363.868462572
"EMPN","D69T71",2013,3435000
"INTI","D73T75",1997,205000
"PROD","D73T75",1997,525900
"VALU","D73T75",1997,320900
"CAPN","D73T75",1997,159000
"GFCF","D73T75",1997,38400
"INTI","D73T75",1998,232400
"PROD","D73T75",1998,572800
"VALU","D73T75",1998,340400
"EMPE","D73T75",1998,4094000
"FTEE","D73T75",1998,3809000
"FTEN","D73T75",1998,4612000
"LABR","D73T75",1998,223182
"WAGE","D73T75",1998,191699000
"CAPN","D73T75",1998,174700
"GFCF","D73T75",1998,42400
"VKPY","D73T75",1998,328525.303904468
"PKPY","D73T75",1998,557241.876274643
"IKPY","D73T75",1998,228823.872980741
"GKPY","D73T75",1998,47832.7836871197
"CNPY","D73T75",1998,173204.610951009
"EMPN","D73T75",1998,4897000
"INTI","D73T75",1999,244900
"PROD","D73T75",1999,617300
"VALU","D73T75",1999,372400
"EMPE","D73T75",1999,4287000
"FTEE","D73T75",1999,3991000
"FTEN","D73T75",1999,4776000
"LABR","D73T75",1999,241911
"WAGE","D73T75",1999,210593000
"CAPN","D73T75",1999,199000
"GFCF","D73T75",1999,53400
"VKPY","D73T75",1999,354176.427569757
"PKPY","D73T75",1999,594474.465355004
"IKPY","D73T75",1999,240285.125719479
"GKPY","D73T75",1999,57066.6766104223
"CNPY","D73T75",1999,195619.242550821
"EMPN","D73T75",1999,5072000
"INTI","D73T75",2000,274800
"PROD","D73T75",2000,683600
"VALU","D73T75",2000,408800
"EMPE","D73T75",2000,4512000
"FTEE","D73T75",2000,4221000
"FTEN","D73T75",2000,5015000
"LABR","D73T75",2000,273469
"WAGE","D73T75",2000,238610000
"CAPN","D73T75",2000,223900
"GFCF","D73T75",2000,59300
"VKPY","D73T75",2000,390328.337679024
"PKPY","D73T75",2000,657106.059474287
"IKPY","D73T75",2000,266824.430652851
"GKPY","D73T75",2000,57937.5353244306
"CNPY","D73T75",2000,220100.490283156
"EMPN","D73T75",2000,5306000
"INTI","D73T75",2001,280300
"PROD","D73T75",2001,708300
"VALU","D73T75",2001,427900
"EMPE","D73T75",2001,4577000
"FTEE","D73T75",2001,4336000
"FTEN","D73T75",2001,5150000
"LABR","D73T75",2001,284112
"WAGE","D73T75",2001,245583000
"CAPN","D73T75",2001,238300
"GFCF","D73T75",2001,57100
"VKPY","D73T75",2001,420615.312879307
"PKPY","D73T75",2001,697899.905630701
"IKPY","D73T75",2001,277275.645413651
"GKPY","D73T75",2001,61435.1089093741
"CNPY","D73T75",2001,239147.193357211
"EMPN","D73T75",2001,5391000
"INTI","D73T75",2002,262500
"PROD","D73T75",2002,717000
"VALU","D73T75",2002,454500
"EMPE","D73T75",2002,4499000
"FTEE","D73T75",2002,4244000
"FTEN","D73T75",2002,4999000
"LABR","D73T75",2002,284002
"WAGE","D73T75",2002,243430000
"CAPN","D73T75",2002,255900
"GFCF","D73T75",2002,61700
"VKPY","D73T75",2002,450335.562278079
"PKPY","D73T75",2002,710641.889954138
"IKPY","D73T75",2002,260183.733721001
"GKPY","D73T75",2002,64972.3435458825
"CNPY","D73T75",2002,255600.157887614
"EMPN","D73T75",2002,5254000
"INTI","D73T75",2003,284000
"PROD","D73T75",2003,741300
"VALU","D73T75",2003,457400
"EMPE","D73T75",2003,4491000
"FTEE","D73T75",2003,4215000
"FTEN","D73T75",2003,5005000
"LABR","D73T75",2003,289572
"WAGE","D73T75",2003,248562000
"CAPN","D73T75",2003,277300
"GFCF","D73T75",2003,66800
"VKPY","D73T75",2003,446000.665889795
"PKPY","D73T75",2003,724833.79792587
"IKPY","D73T75",2003,278876.05878284
"GKPY","D73T75",2003,69556.7611476351
"CNPY","D73T75",2003,274522.715229003
"EMPN","D73T75",2003,5281000
"INTI","D73T75",2004,318600
"PROD","D73T75",2004,802100
"VALU","D73T75",2004,483600
"EMPE","D73T75",2004,4589000
"FTEE","D73T75",2004,4307000
"FTEN","D73T75",2004,5142000
"LABR","D73T75",2004,307425
"WAGE","D73T75",2004,265548000
"CAPN","D73T75",2004,297600
"GFCF","D73T75",2004,65500
"VKPY","D73T75",2004,471765.525899118
"PKPY","D73T75",2004,781488.720249571
"IKPY","D73T75",2004,309810.886844142
"GKPY","D73T75",2004,66268.608650539
"CNPY","D73T75",2004,290131.856198218
"EMPN","D73T75",2004,5424000
"INTI","D73T75",2005,353500
"PROD","D73T75",2005,867400
"VALU","D73T75",2005,514000
"EMPE","D73T75",2005,4799000
"FTEE","D73T75",2005,4524000
"FTEN","D73T75",2005,5321000
"LABR","D73T75",2005,339479
"WAGE","D73T75",2005,291533000
"CAPN","D73T75",2005,330300
"GFCF","D73T75",2005,80400
"VKPY","D73T75",2005,497360.781604658
"PKPY","D73T75",2005,840823.969543485
"IKPY","D73T75",2005,343589.571954639
"GKPY","D73T75",2005,82225.4692130392
"CNPY","D73T75",2005,320151.480708942
"EMPN","D73T75",2005,5596000
"INTI","D73T75",2006,377200
"PROD","D73T75",2006,929000
"VALU","D73T75",2006,551800
"EMPE","D73T75",2006,5050000
"FTEE","D73T75",2006,4761000
"FTEN","D73T75",2006,5565000
"LABR","D73T75",2006,375092
"WAGE","D73T75",2006,321694000
"CAPN","D73T75",2006,354300
"GFCF","D73T75",2006,76200
"VKPY","D73T75",2006,530950.294268168
"PKPY","D73T75",2006,895453.419747735
"IKPY","D73T75",2006,364599.938390209
"GKPY","D73T75",2006,73339.6860173578
"CNPY","D73T75",2006,344884.127481714
"EMPN","D73T75",2006,5854000
"INTI","D73T75",2007,420300
"PROD","D73T75",2007,1005100
"VALU","D73T75",2007,584800
"EMPE","D73T75",2007,5203000
"FTEE","D73T75",2007,4918000
"FTEN","D73T75",2007,5750000
"LABR","D73T75",2007,403373
"WAGE","D73T75",2007,349034000
"CAPN","D73T75",2007,378000
"GFCF","D73T75",2007,82100
"VKPY","D73T75",2007,561954.919750219
"PKPY","D73T75",2007,972537.657975052
"IKPY","D73T75",2007,410714.97099351
"GKPY","D73T75",2007,82219.7239559547
"CNPY","D73T75",2007,370637.519041953
"EMPN","D73T75",2007,6035000
"INTI","D73T75",2008,419500
"PROD","D73T75",2008,1057200
"VALU","D73T75",2008,637800
"EMPE","D73T75",2008,5316000
"FTEE","D73T75",2008,5034000
"FTEN","D73T75",2008,5813000
"LABR","D73T75",2008,429451
"WAGE","D73T75",2008,370778000
"CAPN","D73T75",2008,404700
"GFCF","D73T75",2008,87000
"VKPY","D73T75",2008,632476.361130255
"PKPY","D73T75",2008,1039259.51593653
"IKPY","D73T75",2008,407090.761248571
"GKPY","D73T75",2008,79406.9413636613
"CNPY","D73T75",2008,395007.589285714
"EMPN","D73T75",2008,6095000
"INTI","D73T75",2009,400100
"PROD","D73T75",2009,1006200
"VALU","D73T75",2009,606000
"EMPE","D73T75",2009,5048000
"FTEE","D73T75",2009,4755000
"FTEN","D73T75",2009,5524000
"LABR","D73T75",2009,411561
"WAGE","D73T75",2009,353515000
"CAPN","D73T75",2009,406600
"GFCF","D73T75",2009,78300
"VKPY","D73T75",2009,597683.484519079
"PKPY","D73T75",2009,1000264.92071302
"IKPY","D73T75",2009,402718.711300124
"GKPY","D73T75",2009,70503.5738018444
"CNPY","D73T75",2009,411644.441732019
"EMPN","D73T75",2009,5817000
"INTI","D73T75",2010,413300
"PROD","D73T75",2010,1039100
"VALU","D73T75",2010,625800
"EMPE","D73T75",2010,4970000
"FTEE","D73T75",2010,4705000
"FTEN","D73T75",2010,5461000
"LABR","D73T75",2010,417195
"WAGE","D73T75",2010,361232000
"CAPN","D73T75",2010,418900
"GFCF","D73T75",2010,81900
"VKPY","D73T75",2010,618477.54
"PKPY","D73T75",2010,1026535.302
"IKPY","D73T75",2010,407957.964
"GKPY","D73T75",2010,95170.518
"CNPY","D73T75",2010,415573.662
"EMPN","D73T75",2010,5726000
"INTI","D73T75",2011,438000
"PROD","D73T75",2011,1087200
"VALU","D73T75",2011,649300
"EMPE","D73T75",2011,5086000
"FTEE","D73T75",2011,4805000
"FTEN","D73T75",2011,5594000
"LABR","D73T75",2011,442349
"WAGE","D73T75",2011,381053000
"CAPN","D73T75",2011,432500
"GFCF","D73T75",2011,79500
"VKPY","D73T75",2011,644409.853124173
