"cou","var","ind","est","sou","value"
"ROU","LABR","CTOTAL","DET","SEC","INDSTAT32"
"RUS","VALU","CTOTAL","EXT","MAIN","UNDATA203CON"
"RUS","VALU","CTOTAL","EXT","SEC","UNSDSNA2013"
"RUS","VALU","CTOTAL","DET","MAIN","UNDATA203CON"
"RUS","VALU","CTOTAL","DET","SEC","INDSTAT32"
"RUS","PROD","CTOTAL","EXT","MAIN","UNDATA203CON"
"RUS","PROD","CTOTAL","EXT","SEC","UNSDSNA2013"
"RUS","PROD","CTOTAL","DET","MAIN","UNDATA203CON"
"RUS","PROD","CTOTAL","DET","SEC","INDSTAT32"
"RUS","EMPN","CTOTAL","EXT","MAIN",""
"RUS","EMPN","CTOTAL","EXT","SEC",""
"RUS","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"RUS","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"RUS","LABR","CTOTAL","EXT","MAIN",""
"RUS","LABR","CTOTAL","EXT","SEC",""
"RUS","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"RUS","LABR","CTOTAL","DET","SEC","INDSTAT32"
"SAU","VALU","CTOTAL","EXT","MAIN","UNDATA203CON"
"SAU","VALU","CTOTAL","EXT","SEC","UNSDSNA2013"
"SAU","VALU","CTOTAL","DET","MAIN","UNDATA203CON"
"SAU","VALU","CTOTAL","DET","SEC","INDSTAT32"
"SAU","PROD","CTOTAL","EXT","MAIN","UNDATA203CON"
"SAU","PROD","CTOTAL","EXT","SEC","UNSDSNA2013"
"SAU","PROD","CTOTAL","DET","MAIN","UNDATA203CON"
"SAU","PROD","CTOTAL","DET","SEC","INDSTAT32"
"SAU","EMPN","CTOTAL","EXT","MAIN",""
"SAU","EMPN","CTOTAL","EXT","SEC",""
"SAU","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"SAU","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"SAU","LABR","CTOTAL","EXT","MAIN",""
"SAU","LABR","CTOTAL","EXT","SEC",""
"SAU","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"SAU","LABR","CTOTAL","DET","SEC","INDSTAT32"
"SGP","VALU","CTOTAL","EXT","MAIN","UNSDSNA2013"
"SGP","VALU","CTOTAL","EXT","SEC",""
"SGP","VALU","CTOTAL","DET","MAIN","UNSDSNA2013"
"SGP","VALU","CTOTAL","DET","SEC","INDSTAT32"
"SGP","PROD","CTOTAL","EXT","MAIN","UNSDSNA2013"
"SGP","PROD","CTOTAL","EXT","SEC",""
"SGP","PROD","CTOTAL","DET","MAIN","UNSDSNA2013"
"SGP","PROD","CTOTAL","DET","SEC","INDSTAT32"
"SGP","EMPN","CTOTAL","EXT","MAIN",""
"SGP","EMPN","CTOTAL","EXT","SEC",""
"SGP","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"SGP","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"SGP","LABR","CTOTAL","EXT","MAIN",""
"SGP","LABR","CTOTAL","EXT","SEC",""
"SGP","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"SGP","LABR","CTOTAL","DET","SEC","INDSTAT32"
"THA","VALU","CTOTAL","EXT","MAIN","STANandBTD"
"THA","VALU","CTOTAL","EXT","SEC","STANandBTDi4, UNSDSNA2013, UNDATA203CON"
"THA","VALU","CTOTAL","DET","MAIN","PATCHEXT"
"THA","VALU","CTOTAL","DET","SEC",""
"THA","PROD","CTOTAL","EXT","MAIN","STANandBTD"
"THA","PROD","CTOTAL","EXT","SEC","STANandBTDi4, UNSDSNA2013, UNDATA203CON"
"THA","PROD","CTOTAL","DET","MAIN","PATCHEXT"
"THA","PROD","CTOTAL","DET","SEC",""
"THA","EMPN","CTOTAL","EXT","MAIN",""
"THA","EMPN","CTOTAL","EXT","SEC",""
"THA","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"THA","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"THA","LABR","CTOTAL","EXT","MAIN",""
"THA","LABR","CTOTAL","EXT","SEC",""
"THA","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"THA","LABR","CTOTAL","DET","SEC","INDSTAT32"
"TUN","VALU","CTOTAL","EXT","MAIN","UNSDSNA2013"
"TUN","VALU","CTOTAL","EXT","SEC",""
"TUN","VALU","CTOTAL","DET","MAIN","UNSDSNA2013"
"TUN","VALU","CTOTAL","DET","SEC","INDSTAT32"
"TUN","PROD","CTOTAL","EXT","MAIN","UNSDSNA2013"
"TUN","PROD","CTOTAL","EXT","SEC",""
"TUN","PROD","CTOTAL","DET","MAIN","UNSDSNA2013"
"TUN","PROD","CTOTAL","DET","SEC","INDSTAT32"
"TUN","EMPN","CTOTAL","EXT","MAIN",""
"TUN","EMPN","CTOTAL","EXT","SEC",""
"TUN","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"TUN","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"TUN","LABR","CTOTAL","EXT","MAIN",""
"TUN","LABR","CTOTAL","EXT","SEC",""
"TUN","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"TUN","LABR","CTOTAL","DET","SEC","INDSTAT32"
"TWN","VALU","CTOTAL","EXT","MAIN","UNDATA203CON"
"TWN","VALU","CTOTAL","EXT","SEC","UNSDSNA2013"
"TWN","VALU","CTOTAL","DET","MAIN","UNDATA203CON"
"TWN","VALU","CTOTAL","DET","SEC","INDSTAT32"
"TWN","PROD","CTOTAL","EXT","MAIN","UNDATA203CON"
"TWN","PROD","CTOTAL","EXT","SEC","UNSDSNA2013"
"TWN","PROD","CTOTAL","DET","MAIN","UNDATA203CON"
"TWN","PROD","CTOTAL","DET","SEC","INDSTAT32"
"TWN","EMPN","CTOTAL","EXT","MAIN",""
"TWN","EMPN","CTOTAL","EXT","SEC",""
"TWN","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"TWN","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"TWN","LABR","CTOTAL","EXT","MAIN",""
"TWN","LABR","CTOTAL","EXT","SEC",""
"TWN","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"TWN","LABR","CTOTAL","DET","SEC","INDSTAT32"
"VNM","VALU","CTOTAL","EXT","MAIN","UNSDSNA2013"
"VNM","VALU","CTOTAL","EXT","SEC",""
"VNM","VALU","CTOTAL","DET","MAIN","UNSDSNA2013"
"VNM","VALU","CTOTAL","DET","SEC","INDSTAT32"
"VNM","PROD","CTOTAL","EXT","MAIN","UNSDSNA2013"
"VNM","PROD","CTOTAL","EXT","SEC",""
"VNM","PROD","CTOTAL","DET","MAIN","UNSDSNA2013"
"VNM","PROD","CTOTAL","DET","SEC","INDSTAT32"
"VNM","EMPN","CTOTAL","EXT","MAIN",""
"VNM","EMPN","CTOTAL","EXT","SEC",""
"VNM","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"VNM","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"VNM","LABR","CTOTAL","EXT","MAIN",""
"VNM","LABR","CTOTAL","EXT","SEC",""
"VNM","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"VNM","LABR","CTOTAL","DET","SEC","INDSTAT32"
"ZAF","VALU","CTOTAL","EXT","MAIN","UNDATA203CON"
"ZAF","VALU","CTOTAL","EXT","SEC","UNSDSNA2013"
"ZAF","VALU","CTOTAL","DET","MAIN","UNDATA203CON"
"ZAF","VALU","CTOTAL","DET","SEC","INDSTAT32"
"ZAF","PROD","CTOTAL","EXT","MAIN","UNDATA203CON"
"ZAF","PROD","CTOTAL","EXT","SEC","UNSDSNA2013"
"ZAF","PROD","CTOTAL","DET","MAIN","UNDATA203CON"
"ZAF","PROD","CTOTAL","DET","SEC","INDSTAT32"
"ZAF","EMPN","CTOTAL","EXT","MAIN",""
"ZAF","EMPN","CTOTAL","EXT","SEC",""
"ZAF","EMPN","CTOTAL","DET","MAIN","UNDATA203CON"
"ZAF","EMPN","CTOTAL","DET","SEC","INDSTAT32"
"ZAF","LABR","CTOTAL","EXT","MAIN",""
"ZAF","LABR","CTOTAL","EXT","SEC",""
"ZAF","LABR","CTOTAL","DET","MAIN","UNDATA203CON"
"ZAF","LABR","CTOTAL","DET","SEC","INDSTAT32"
